hanji,lomaji
我若無提醒，你久來就會袂記得矣。,"Guá nā-bô thê-tshénn, lí kú--lâi tō ē bē-kì--tit--ah. "
伊去予警察召去問口供。,I khì hōo kíng-tshat tiàu khì mn̄g kháu-king. 
大事化小事，小事化無事。,"Tuā-sū huà sió-sū, sió-sū huà bô-sū. "
這擺的工事真順利。,Tsit pái ê kang-sū tsin sūn-lī. 
大嫂疼小叔。,Tuā-só thiànn sió-tsik. 
這片山坪種足濟茶欉。,Tsit phiàn suann-phiânn tsìng tsiok tsē tê-tsâng. 
「丈姆」就是阮某的老母。,"""Tiūnn-ḿ"" tō sī guán bóo ê lāu-bú. "
伊是阮小妹。,I sī guán sió-muē. 
小妹感謝逐家的疼惜。,Sió-muē kám-siā ta̍k-ke ê thiànn-sioh. 
這位小妹真古錐。,Tsit uī sió-muē tsin kóo-tsui. 
𪜶兩个兄嫂小姑誠有話講。,In nn̄g ê hiann-só sió-koo tsiânn ū uē kóng. 
咱做大官的，目睭愛瞌一蕊，毋通傷頂真。,"Lán tsò ta-kuann--ê, ba̍k-tsiu ài kheh tsi̍t luí, m̄-thang siunn tíng-tsin. "
𪜶親情內底有一个大官虎，講話攏會硩死人。,"In tshin-tsiânn lāi-té ū tsi̍t ê tuā-kuann-hóo, kóng-uē lóng ē teh-sí-lâng. "
伊生本較土性，你莫佮伊計較。,"I senn-pún khah thóo-sìng, lí mài kah i kè-kàu. "
伊下性命落去拍拚，向望有一工會出頭天。,"I hē-sènn-miā lo̍h khì phah-piànn, ǹg-bāng ū tsi̍t kang ē tshut-thâu-thinn. "
屘叔仔明仔下昏才會轉來。,Ban-tsik-á bîn-á e-hng tsiah-ē tńg--lâi. 
我下昏欲去看電影。,Guá e-hng beh khì khuànn tiān-iánn. 
伊的人較土直，毋才較會去得失人。,"I ê lâng khah thóo-ti̍t, m̄-tsiah khah ē khì tik-sit--lâng. "
我看𪜶兩个，會做伙嘛袂久長。,"Guá khuànn in nn̄g ê, ē tsò-hué mā bē kú-tn̂g. "
恁千金生做真媠。,Lín tshian-kim senn-tsò tsin suí. 
春宵一刻值千金。,Tshun siau it khik ti̍t tshian-kim. 
你若是有啥物三長兩短，欲叫我按怎活落去？,"Lí nā-sī ū siánn-mih sann-tn̂g-nn̄g-té, beh kiò guá án-tsuánn ua̍h--lo̍h-khì? "
石頭浸久嘛會上青苔。,Tsio̍h-thâu tsìm kú mā ē tshiūnn-tshenn-thî. 
久長病，無孝子。,"Kú-tn̂g-pēnn, bô hàu-tsú. "
三思而後行。,Sàm-su jî hiō hîng. 
伊講伊大後日會倒轉來。,I kóng i tuā-āu--ji̍t ē tò-tńg--lâi. 
伊這過出國，著愛大後年才會當倒轉來。,"I tsit-kuè tshut-kok, tio̍h ài tuā-āu--nî tsiah ē-tàng tò-tńg--lâi. "
你閣按怎講，伊也是聽袂入耳。,"Lí koh án-tsuánn kóng, i iā-sī thiann bē ji̍p-ní. "
伊是老師，也是學生。,"I sī lāu-su, iā-sī ha̍k-sing. "
彼个人才是歹人。,Hit ê lâng tsiah sī pháinn-lâng. 
伊是大某生的，毋是細姨仔囝。,"I sī tuā-bóo senn--ê, m̄ sī sè-î-á kiánn. "
年節時仔愛攢三牲來拜拜。,Nî-tseh-sî-á ài tshuân sam-sing lâi pài-pài. 
𪜶兜是好額人，逐頓食的攏是山珍海味。,"In tau sī hó-gia̍h-lâng, ta̍k tǹg tsia̍h--ê lóng sī san-tin-hái-bī. "
人若肯拍拚，乞食也會出頭天。,"Lâng nā khíng phah-piànn, khit-tsia̍h iā ē tshut-thâu-thinn. "
你生來就是乞食命，免想欲過啥物好日子。,"Lí senn--lâi tō sī khit-tsia̍h-miā, bián siūnn-beh kuè siánn-mih hó ji̍t-tsí. "
彼个人有夠大面神，攏毋知影通歹勢。,"Hit ê lâng ū-kàu tuā-bīn-sîn, lóng m̄ tsai-iánn thang pháinn-sè. "
相爭做乞食頭。,Sio-tsenn tsò khit-tsia̍h-thâu. 
聽講𪜶兜彼間大厝這馬是古蹟。,Thiann-kóng in tau hit king tuā-tshù tsit-má sī kóo-tsik. 
古早的老大人大部份攏會家己買大厝。,Kóo-tsá ê lāu-tuā-lâng tuā-pōo-hūn lóng ē ka-kī bé tuā-tshù. 
伊佇彼間銀行有一个口座。,I tī hit king gîn-hâng ū tsi̍t ê kháu-tsō. 
你是咱兜的大孫。,Lí sī lán tau ê tuā-sun. 
阮大家誠疼我。,Guán ta-ke tsiânn thiànn--guá. 
這个山崁誠懸。,Tsit ê suann-khàm tsiânn kuân. 
𪜶兜是大家口，扞家的人誠忝頭。,"In tau sī tuā-ke-kháu, huānn-ke ê lâng tsiânn thiám-thâu. "
𪜶大家官對伊袂䆀。,In ta-ke-kuann tuì i bē-bái. 
來來來！逐家上桌食飯。,Lâi lâi-lâi! Ta̍k-ke tsiūnn-toh tsia̍h pn̄g. 
頭家捀菜上桌。,Thâu-ke phâng tshài tsiūnn-toh. 
伊的口氣真大。,I ê kháu-khì tsin tuā. 
你莫一直吐大氣，聽了真齷齪。,"Lí mài it-ti̍t thóo-tuā-khuì, thiann liáu tsin ak-tsak. "
我真討厭別人干涉我的代誌。,Guá tsin thó-ià pa̍t-lâng kan-sia̍p guá ê tāi-tsì. 
這罐芳水較低級，毋是高級貨。,"Tsit kuàn phang-tsuí khah kē-kip, m̄ sī ko-kip huè. "
這陣人誠大陣。,Tsit tīn lâng tsiânn tuā tīn. 
莫戴小鬼仔殼佇遐共人嚇驚。,Mài tì siáu-kuí-á-khak tī hia kā lâng heh-kiann. 
薪水予伊三除四扣就賰無偌濟矣。,Sin-suí hōo i sann-tû-sì-khàu tō tshun bô guā-tsē--ah. 
欲上崎矣，你就愛出力行。,"Beh tsiūnn-kiā--ah, lí tō ài tshut-la̍t kiânn. "
金水嬸仔三个後生攏誠有才情，毋是博士，就是董事長。,"Kim-tsuí tsím--á sann ê hāu-senn lóng tsiânn ū tsâi-tsîng, m̄-sī phok-sū, tō-sī táng-sū tiúnn. "
三教九流,sam-kàu-kiú-liû
下晝阮欲來去圖書館讀冊。,Ē-tàu guán beh lâi-khì tôo-su-kuán tha̍k tsheh. 
下晡我欲揣阿美仔去𨑨迌。,Ē-poo guá beh tshuē A-bí--á khì tshit-thô. 
師傅的手藝誠讚，逐領衫的大細攏仝款。,"Sai-hū ê tshiú-gē tsiânn tsán, ta̍k niá sann ê tuā-sè lóng kāng-khuán. "
做序大的人對待囡仔毋通大細心。,Tsò sī-tuā ê lâng tuì-thāi gín-á m̄-thang tuā-sè-sim. 
你看人大細目，早慢會出代誌。,"Lí khuànn lâng tuā-sè-ba̍k, tsá-bān ē tshut-tāi-tsì. "
遮的物件緊送去工場予𪜶。,Tsia--ê mi̍h-kiānn kín sàng khì kang-tiûnn hōo--in. 
大富由天，小富由人。,"Tuā-pù iû thinn, sió-pù iû jîn. "
像這款大寒的天，食一寡燒的上好。,"Tshiūnn tsit khuán tuā-kuânn ê thinn, tsia̍h tsi̍t kuá sio--ê siōng-hó. "
禮拜欲大摒掃，毋通走出去耍。,"Lé-pài beh tuā-piànn-sàu, m̄-thang tsáu tshut-khì sńg. "
這塊餅已經上殕矣，你袂使提去食。,"Tsit tè piánn í-king tshiūnn-phú--ah, lí bē-sái the̍h khì tsia̍h. "
伊對下港起來臺北食頭路。,I tuì ē-káng khí-lâi Tâi-pak tsia̍h-thâu-lōo. 
大港無崁蓋。,Tuā-káng bô khàm kuà. 
水足大港,tsuí tsiok tuā-káng
風足大港,hong tsiok tuā-káng
氣象報告講今仔日有大湧，你毋通去釣魚。,"Khì-siōng pò-kò kóng kin-á-ji̍t ū tuā-íng, lí m̄-thang khì tiò-hî. "
干焦賰遮的菜爾爾，你欲無？,"Kan-na tshun tsia-ê tshài niā-niā, lí beh--bô? "
叫你莫，你干焦欲！,"Kiò lí mài, lí kan-na beh! "
一屑仔代誌都辦袂好勢，真下痟！,"Tsi̍t-sut-á tāi-tsì to pān bē hó-sè, tsin hā-siau! "
上等料理,siōng-tíng liāu-lí
注大筒的,tsù tuā-tâng--ê
小等一下！,Sió-tán--tsi̍t-ē! 
大量生產才算會和。,Tāi-liōng sing-sán tsiah sǹg ē hô. 
門弓開矣，恁緊走出來。,"Mn̂g king--khui--ah, lín kín tsáu--tshut-lâi. "
天遐爾仔烏，等咧凡勢會落雨。,"Thinn hiah-nī-á oo, tán--leh huān-sè ē lo̍h-hōo. "
上山看山勢，入門看人意。,"Tsiūnn-suann khuànn suann-sè, ji̍p-mn̂g khuànn lâng ì. "
阿公的人條直，做代誌攏用土想的。,"A-kong ê lâng tiâu-ti̍t, tsò tāi-tsì lóng iōng thóo-siūnn--ê. "
這款代誌曷使閣問，土想嘛知。,"Tsit khuán tāi-tsì a̍h-sái koh mn̄g, thóo-siūnn mā tsai. "
下暗欲來阮兜予阮請無？,E-àm beh lâi guán tau hōo guán tshiánn--bô? 
伊先共我拍，我才會共伊拍。,"I sing kā guá phah, guá tsiah ē kā i phah. "
伊跋落去山溝，跤骨摔斷去矣。,"I pua̍h lo̍h-khì suann-kau, kha-kut siak tn̄g--khì--ah. "
下落不明,hē-lo̍h put bîng
你出門在外，家己千萬愛小心。,"Lí tshut-mn̂g tsāi guā, ka-kī tshian-bān ài sió-sim. "
千萬人,tshian-bān lâng
我佇下跤等伊落來。,Guá tī ē-kha tán i lo̍h--lâi. 
土人講土話。,Thóo-lâng kóng thóo-uē. 
伊講的是𪜶故鄉的土話，我聽攏無。,"I kóng--ê sī in kòo-hiong ê thóo-uē, guá thiann lóng bô. "
毋通定定講大話。,M̄-thang tiānn-tiānn kóng tuā-uē. 
較早有真濟山賊佇遮出入。,Khah-tsá ū tsin tsē suann-tsha̍t tī tsia tshut-ji̍p. 
𪜶兜蹛佇山跤。,In tau tuà tī suann-kha. 
𪜶兜倩真濟下跤手人。,In tau tshiànn tsin tsē ē-kha-tshiú-lâng. 
我有一雙大跤胴。,Guá ū tsi̍t siang tuā-kha-tâng. 
三跤貓笑一目狗。,Sann-kha-niau tshiò tsi̍t ba̍k káu. 
你真正有夠低路，連這款工課都袂曉做。,"Lí tsin-tsiànn ū-kàu kē-lōo, liân tsit khuán khang-khuè to bē-hiáu tsò. "
按這條大路直直去就到阮兜矣。,Àn tsit tiâu tuā-lōo ti̍t-ti̍t khì tō kàu guán tau--ah. 
你著較大路咧，毋通凍霜。,"Lí tio̍h khah tuā-lōo--leh, m̄-thang tàng-sng. "
這條小路真歹行。,Tsit tiâu sió-lōo tsin pháinn kiânn. 
時機遐䆀，三頓若顧會齊勻就誠佳哉矣。,"Sî-ki hiah bái, sann tǹg nā kòo ē tsiâu-ûn tō tsiânn ka-tsài--ah. "
阮阿公七十歲大壽的時陣，阮兜有辦桌請人。,"Guán a-kong tshit-tsa̍p huè tuā-siū ê sî-tsūn, guán tau ū pān-toh tshiánn--lâng. "
你今仔五十歲爾爾，哪會未曾未就共大壽買好矣。,"Lí tann-á gōo-tsa̍p huè niā-niā, ná ē buē-tsîng-buē tō kā tuā-siū bé hó--ah. "
伊生做足大漢。,I senn-tsò tsiok tuā-hàn. 
囝若大漢，老爸就輕鬆矣。,"Kiánn nā tuā-hàn, lāu-pē tō khin-sang--ah. "
伊是大漢的。,I sī tuā-hàn--ê. 
伊傷大箍矣。,I siunn tuā-khoo--ah. 
彼箍柴真大箍。,Hit khoo tshâ tsin tuā-khoo. 
一箍是大箍抑細箍？,Tsi̍t khoo sī tuā-khoo ia̍h sè-khoo? 
這上緊嘛著愛到後日才會好。,Tse siōng kín mā tio̍h ài kàu āu--ji̍t tsiah-ē hó. 
上蓋媠,siōng-kài suí
上蓋好,siōng-kài hó
上蓋𠢕,siōng-kài gâu
牽亡魂,khan-bông-hûn
分大餅,pun tuā-piánn
這過買的三層肉真好食。,Tsit-kuè bé--ê sam-tsân-bah tsin hó-tsia̍h. 
遮小數錢，毋免計較。,"Tsia sió-sòo tsînn, m̄-bián kè-kàu. "
囡仔當佇咧拍干樂。,Gín-á tng tī-teh phah kan-lo̍k. 
彼个查某囡仔看起來真大範。,Hit ê tsa-bóo gín-á khuànn--khí-lâi tsin tuā-pān. 
彼領洋裝看起來真大範。,Hit niá iûnn-tsong khuànn--khí-lâi tsin tuā-pān. 
老師當佇課堂上課。,Lāu-su tng tī khò-tn̂g siōng-khò. 
學生囡仔逐工攏愛去學校上課。,Ha̍k-sing gín-á ta̍k kang lóng ài khì ha̍k-hāu siōng-khò. 
我的工課足濟的。,Guá ê khang-khuè tsiok tsē--ê. 
有才調你早就考牢矣！,Ū tsâi-tiāu lí tsá tō khó-tiâu--ah! 
阮遮干焦做大賣，無咧賣零星的。,"Guán tsia kan-na tsò tuā-bē, bô teh bē lân-san--ê. "
小賣的價數是有較貴啦。,Sió-bē ê kè-siàu sī ū khah kuì--lah. 
我感覺山豬仔肉較好食。,Guá kám-kak suann-ti-á bah khah hó-tsia̍h. 
下頦尖尖,ē-hâi tsiam-tsiam
大學畢業了後就愛揣頭路。,Tāi-ha̍k pit-gia̍p liáu-āu tō ài tshuē thâu-lōo. 
「捀斗送上山頭」是大孫的任務。,"""Phâng-táu sàng tsiūnn suann-thâu"" sī tuā-sun ê jīm-bū. "
阮的工頭看起來猶閣真少年。,Guán ê kang-thâu khuànn--khí-lâi iáu-koh tsin siàu-liân. 
工頭工尾攏愛顧好。,Kang thâu kang bué lóng ài kòo hó. 
伊的大頭拇予刀仔割著矣。,I ê tuā thâu bó hōo to-á kuah--tio̍h--ah. 
見若叫伊起來講話，伊就講甲大頷胿去。,"Kiàn-nā kiò i khí-lâi kóng-uē, i tō kóng kah tuā-ām-kui--khì. "
伊食上濟。,I tsia̍h siōng tsē. 
上濟錢了去爾爾。,Siōng-tsē tsînn liáu--khì niā-niā. 
你講話毋好遐大聲。,Lí kóng-uē m̄-hó hiah tuā-siann. 
伊走去共𪜶頭家大聲。,I tsáu-khì kā in thâu-ke tuā-siann. 
好大膽,hó tuā-tánn
伊足愛講大聲話。,I tsiok ài kóng tuā-siann-uē. 
我下擺毋敢矣！,Guá ē-pái m̄ kánn--ah! 
這个小嬸誠尊重大伯。,Tsit ê sió-tsím tsiânn tsun-tiōng tuā-peh. 
𪜶攏是土雞仔。,In lóng sī thóo-ke-á. 
男天爿，女下顎。,"Lâm thian-pîng, lí ē-kok. "
無聊的時陣，就來變工藝。,"Bô-liâu ê sî-tsūn, tō lâi pìnn kang-gē. "
伊去媽祖宮下願，講𪜶老母的病若會好，伊就欲倩一班歌仔戲來謝神。,"I khì Má-tsóo king hē-guān, kóng in lāu-bú ê pēnn nā ē hó, i tō beh tshiànn tsi̍t pan kua-á-hì lâi siā-sîn. "
真大龐,tsin tuā-phiāng
稻仔發甲誠大欉矣。,Tiū-á huat kah tsiânn tuā-tsâng--ah. 
𪜶後生生甲足大欉的。,In hāu-senn senn kah tsiok tuā-tsâng--ê. 
不孝,put-hàu
不幸,put-hīng
三不五時,sam-put-gōo-sî
姑不將,koo-put-tsiong
丑時,thiú-sî
小丑仔,sió-thiú-á
中意,tìng-ì
中央,tiong-ng
學期中,ha̍k-kî tiong
夢中,bāng tiong
中學,tiong-ha̍k
中等,tiong-tíng
中狀元,tiòng tsiōng-guân
中大獎,tiòng tuā tsióng
中毒,tiòng-to̍k
中計,tiòng-kè
藥丹,io̍h-tan
煉丹,liān tan
丹紅,tan hông
爐丹,lôo-tan
人之初,jîn tsi tshoo
你今欲何之？,Lí kim io̍k hô tsi? 
取之不盡,tshú tsi put tsīn
我予你一个面子，這件代誌就準拄煞。,"Guá hōo lí tsi̍t ê bīn-tsú, tsit kiānn tāi-tsì tō tsún tú-suah. "
我袂記得寫功課，毋才會予老師罵。,"Guá bē-kì-tit siá kong-khò, m̄-tsiah ē hōo lāu-su mē. "
予伊去啦！莫插伊。,Hōo i khì--lah! Mài tshap--i. 
五領衫,gōo niá sann
五花十色,gōo-hue-tsa̍p-sik
五四三,gōo-sì-sann
五穀,ngóo-kok
五香,ngóo-hiang
水井,tsuí-tsénn
油井,iû tsénn
天井,thinn-tsénn
仁者,jîn-tsiá
蝦仁,hê-jîn
目睭仁,ba̍k-tsiu-jîn
卵仁,nn̄g-jîn
我揀的人攏是仁仁仁的。,Guá kíng--ê lâng lóng sī jîn-jîn-jîn--ê. 
這粒塗豆真仁。,Tsit lia̍p thôo-tāu tsin jîn. 
平仄,piânn-tseh
伊跋一下規个人仆落去。,I pua̍h tsi̍t-ē kui-ê lâng phak--lo̍h-khì. 
冤仇,uan-siû
仇敵,siû-ti̍k
從到今,tsîng-kàu-tann
今攏害了了矣！,Tann lóng hāi-liáu-liáu--ah! 
今才,tann-tsiah
是啥人允你這件代誌的？,Sī siánn-lâng ín lí tsit kiānn tāi-tsì--ê? 
厝內,tshù-lāi
腹內,pak-lāi
一個月內,tsi̍t kò gue̍h lāi
內公,lāi-kong
內媽,lāi-má
內政,lāi-tsìng
內容,luē-iông
內人,luē-jîn
內兄,luē-hing
內政,luē-tsìng
內閣,luē-koh
公的,kang--ê
阿公,a-kong
祖公,tsóo-kong
天公,Thinn-kong 
孔子公,Khóng-tsú-kong
廟公,biō-kong
公海,kong-hái
公物,kong-bu̍t
公務人員,kong-bū jîn-uân
伊攏總生六个後生。,I lóng-tsóng senn la̍k ê hāu-senn. 
六親不認,lio̍k-tshin put jīn
冇柴,phànn tshâ
伊真冇手。,I tsin phànn-tshiú. 
頭毛縛了傷冗，強欲散去。,"Thâu-mn̂g pa̍k liáu siunn līng, kiōng-beh suànn--khì. "
最近手頭較冗，想欲加買幾領仔新衫。,"Tsuè-kīn tshiú-thâu khah līng, siūnn-beh ke bé kuí-niá-á sin sann. "
索仔冗去矣，愛重縛。,"Soh-á līng--khì--ah, ài tîng pa̍k. "
錢愛紮較冗咧。,Tsînn ài tsah khah liōng--leh. 
時間閣真冗。,Sî-kan koh tsin liōng. 
凶兆,hiong-tiāu
凶殘,hiong-tshân
凶年,hiong-nî
一分鐘,tsi̍t hun-tsing
一分錢,tsi̍t hun tsînn
三分天註定，七分靠拍拚。,"Sann hun thinn tsù-tiānn, tshit hun khò phah-piànn. "
𪜶爸仔囝佇車頭分開。,In pē-á-kiánn tī tshia-thâu hun-khui. 
分帖仔,pun thiap-á
分簿仔,pun phōo-á
這箱柑仔予恁去分。,Tsit siunn kam-á hōo lín khì pun.
一半分你,tsi̍t-puànn pun--lí
好心的頭家！一碗飯來分我好無？,Hó-sim ê thâu-ke! Tsi̍t uánn pn̄g lâi pun--guá hó--bô? 
彼个乞食逐工攏去車頭共人分。,Hit ê khit-tsia̍h ta̍k-kang lóng khì tshia-thâu kā lâng pun.
家己若袂生，規氣去分別人的囡仔來飼。,"Ka-kī nā bē senn, kui-khì khì pun pa̍t-lâng ê gín-á lâi tshī. "
分人做新婦仔。,Pun lâng tsò sin-pū-á. 
伊共西瓜切甲大細爿。,I kā si-kue tshiat kah tuā-sè pîng. 
一勻塗,tsi̍t ûn thôo
頂下勻,tíng-ē ûn
彼隻露螺的頭勼入去殼內底矣。,Hit tsiah lōo-lê ê thâu kiu ji̍p-khì khak lāi-té--ah. 
勼跤勼手,kiu-kha kiu-tshiú
你去共交落佇眠床跤的物件勾出來。,Lí khì kā ka-la̍uh tī bîn-tshn̂g-kha ê mi̍h-kiānn kau--tshut-lâi. 
彼个查某真𠢕用目睭共人勾。,Hit ê tsa-bóo tsin gâu iōng ba̍k-tsiu kā lâng kau. 
你袂曉寫的題目就先勾起來。,Lí bē-hiáu siá ê tê-bo̍k tō sing kau--khí-lâi. 
你若欲買厝，就去揣伊做中人。,"Lí nā beh bé tshù, tō khì tshuē i tsò tiong-lâng. "
我都允人矣，袂使反悔。,"Guá to ín--lâng--ah, bē-sái huán-hué. "
內山姑娘欲出嫁。,Lāi-suann koo-niû beh tshut-kè. 
伊足有內才的。,I tsiok ū lāi-tsâi--ê. 
毋通交不三不四的朋友。,M̄-thang kau put-sam-put-sù ê pîng-iú. 
貓的奸臣，鬍的不仁。,"Niau--ê kan-sîn, hôo--ê put-jîn. "
伊真五仁。,I tsin ngóo-jîn. 
激五仁,kik-ngóo-jîn
五仁月餅,ngóo-jîn gue̍h-piánn
𪜶內公是醫生。,In lāi-kong sī i-sing. 
一塊餅予兩个人公分。,Tsi̍t tè piánn hōo nn̄g ê lâng kong-pun. 
這領裙有幾公分長？,Tsit niá kûn ū kuí kong-hun tn̂g? 
這條路真歹行，你著勻勻仔行。,"Tsit tiâu lōo tsin pháinn kiânn, lí tio̍h ûn-ûn-á kiânn. "
用勻勻仔火落去煮。,Iōng ûn-ûn-á-hué lo̍h-khì tsú. 
這領洋裝不止五千箍。,Tsit niá iûnn-tsong put-tsí gōo-tshing khoo. 
文化中心,bûn-huà tiong-sim
伊是一个外表土直、內心溫柔的人。,"I sī tsi̍t ê guā-piáu thóo-ti̍t, luē-sim un-jiû ê lâng. "
伊用錢真冇手。,I iōng tsînn tsin phànn-tshiú. 
未曾做就勼手，實在無路用。,"Buē-tsîng tsò tō kiu-tshiú, si̍t-tsāi bô-lōo-īng. "
這領衫洗了勼水去矣。,Tsit niá sann sé-liáu kiu-tsuí--khì--ah. 
照品照行，袂使勼水。,"Tsiàu phín tsiàu kiânn, bē-sái kiu-tsuí. "
紅嬰仔無六月天。,Âng-enn-á bô la̍k-gue̍h-thinn. 
你穿這領衫閣不止仔媠。,Lí tshīng tsit niá sann koh put-tsí-á suí. 
這个六月冬誠飽穗。,Tsit ê la̍k-gue̍h-tang tsiânn pá-suī. 
作穡人佇六月冬時攏會較無閒。,Tsoh-sit-lâng tī la̍k-gue̍h-tang sî lóng ē khah bô-îng. 
阮小弟上愛看丑仔表演。,Guán sió-tī siōng ài khuànn thiú-á piáu-ián. 
我今仔才看著伊對門口行出去。,Guá tann-á tsiah khuànn-tio̍h i tuì mn̂g-kháu kiânn--tshut-khì. 
今仔日是我的生日。,Kin-á-ji̍t sī guá ê senn-ji̍t. 
你就勻仔是，毋通食緊挵破碗。,"Lí tō ûn-á-sī, m̄-thang tsia̍h kín lòng-phuà uánn. "
中古車,tiong-kóo tshia
中古時代,tiong-kóo sî-tāi
無公平,bô kong-pênn
伊講欲中立，兩爿攏無愛參加。,"I kóng beh tiong-li̍p, nn̄g pîng lóng bô-ài tsham-ka. "
丹田無力,tan-tiân bô la̍t
公用電話,kong-iōng tiān-uē
你愛提予伊好。,Lí ài the̍h hōo i hó. 
代誌會成袂成，介在你欲做毋做。,"Tāi-tsì ē sîng bē sîng, kài-tsāi lí beh tsò m̄ tsò. "
公共場所,kong-kiōng tiûnn-sóo
伊今年十歲。,I kin-nî tsa̍p huè. 
這種代誌你毋著冗早講，這馬欲反悔已經袂赴矣。,"Tsit tsióng tāi-tsì lí m̄-tio̍h liōng-tsá kóng, tsit-má beh huán-hué í-king bē-hù--ah. "
謼！伊哪會遮不死鬼！,Hooh! I ná ē tsiah put-sú-kuí! 
我對汽車真內行。,Guá tuì khì-tshia tsin lāi-hâng. 
若講著車，伊是內行的。,"Nā kóng-tio̍h tshia, i sī lāi-hâng--ê. "
雖然今仔日是風颱天，不而過你嘛是愛去做工課。,"Sui-jiân kin-á-ji̍t sī hong-thai-thinn, put-jî-kò lí mā sī ài khì tsò khang-khuè. "
伊不但寄付錢，閣去做義工。,"I put-tān kià-hù tsînn, koh khì tsò gī-kang. "
逐家照分伻，後擺較無閒仔話。,"Ta̍k-ke tsiàu pun-phenn, āu-pái khah bô îng-á-uē. "
咱共伊鬥分伻淡薄仔，伊較袂遐忝。,"Lán kā i tàu pun-phenn--tām-po̍h-á, i khah bē hiah thiám. "
這對雙生仔到底啥人是啥人，我實在無法度分別。,"Tsit tuì siang-senn-á tàu-té siánn-lâng sī siánn-lâng, guá si̍t-tsāi bô-huat-tōo hun-pia̍t. "
伊真不孝。,I tsin put-hàu. 
不孝囝,put-hàu kiánn
我實在無法度分身來處理別人的代誌。,Guá si̍t-tsāi bô-huat-tōo hun-sin lâi tshú-lí pa̍t-lâng ê tāi-tsì. 
伊是本尊，毋是分身。,"I sī pún-tsun, m̄ sī hun-sin. "
公事著愛照起工做。,Kong-sū tio̍h ài tsiàu-khí-kang tsò. 
這跤皮箱內底貯啥物？,Tsit kha phuê-siunn lāi-té té siánn-mih? 
伊佇公所食頭路。,I tī kong-sóo tsia̍h-thâu-lōo. 
伊做𤆬頭的，有誠濟人不服。,"I tsò tshuā-thâu--ê, ū tsiânn tsē lâng put-ho̍k. "
