"hanji","lomaji"
"土城區","Thôo-siânn-khu"
"土星","Thóo-tshenn"
"土星","Thóo-tshinn"
"土風舞","thóo-hong-bú"
"土匪","thóo-huí"
"土師","thóo-sai"
"土庫鎮","Thôo-khòo-tìn"
"土菝仔","thóo-pua̍t-á"
"土想","thóo-siūnn"
"土話","thóo-uē"
"土檨仔","thóo-suāinn-á"
"土雞仔","thóo-ke-á"
"土雞仔","thóo-kue-á"
"士","sū"
"士兵","sū-ping"
"士官","sū-kuann"
"士林","Sū-lîm"
"士林區","Sū-lîm-khu"
"士氣","sū-khì"
"夕","sia̍h"
"夕","si̍k"
"夕陽","si̍k-iông"
"大","ta"
"大","tāi"
"大","tuā"
"大人","tāi-jîn"
"大人","tāi-lîn"
"大人","tuā-lâng"
"大人大種","tuā-lâng-tuā-tsíng"
"大人生日食肉，囡仔生日食拍。","Tuā-lâng senn-ji̍t tsia̍h bah, gín-á senn-ji̍t tsia̍h phah."
"大人愛趁錢，囡仔愛過年。","Tuā-lâng ài thàn-tsînn, gín-á ài kuè-nî."
"大人儉一喙，囡仔食甲飫。","Tuā-lâng khiām tsi̍t tshuì, gín-á tsia̍h kah uì."
"大力","tuā-la̍t"
"大丈夫","tāi-tiōng-hu"
"大下","tuā-ē"
"大山","Tuā-suann"
"大內區","Tuā-lāi-khu"
"大屯山","Tuā-tūn-suann"
"大心氣","tuā-sim-khuì"
"大戶","tuā-hōo"
"大手面","tuā-tshiú-bīn"
"大手筆","tuā-tshiú-pit"
"大方","tāi-hong"
"大日","tuā-ji̍t"
"大日","tuā-li̍t"
"大月","tuā-ge̍h"
"大月","tuā-gue̍h"
"大水","tuā-tsuí"
"大水柴","tuā-tsuí-tshâ"
"大水蟻","tuā-tsuí-hiā"
"大火","tuā-hé"
"大火","tuā-hué"
"大爿","tuā-pîng"
"大王","tāi-ông"
"大不了","tāi-put-liáu"
"大主大意","tuā-tsú-tuā-ì"
"大仙寺","Tāi-sian-sī"
"大代誌","tuā tāi-tsì"
"大兄","tuā-hiann"
"大出","tuā-tshut"
"大出手","tuā-tshut-tshiú"
"大四界","tuā-sì-kè"
"大四界","tuā-sì-kuè"
"大本","tuā-pún"
"大本營","tuā-pún-iânn"
"大母人大母種","tuā-bú-lâng-tuā-bú-tsíng"
"大甲","Tāi-kah"
"大甲區","Tāi-kah-khu"
"大甲溪","Tāi-kah-khe"
"大甲溪放草魚：有準無。","Tāi-kah-khe pàng tsháu-hî: ū tsún bô."
"大甲蓆","Tāi-kah-tshio̍h"
"大目","tuā-ba̍k"
"大目孔","tuā-ba̍k-khóng"
"大目降","Tuā-ba̍k-kàng"
"大目新娘無看見灶。","Tuā-ba̍k sin-niû bô khuànn-kìnn tsàu."
"大同","tāi-tông"
"大同仔","tāi-tông-á"
"大同區","Tāi-tông-khu"
"大同鄉","Tāi-tông-hiong"
"大名","tuā-miâ"
"大囝","tuā-kiánn"
"大地","tāi-tē"
"大地","tāi-tuē"
"大多數","tuā-to-sòo"
"大安","Tāi-an"
"大安","Tāi-an"
"大安區","Tāi-an-khu"
"大安區","Tāi-an-khu"
"大安森林公園","Tāi-an Sim-lîm Kong-hn̂g"
"大安森林公園","Tāi-an Sim-lîm Kong-hn̂g"
"大安溪","Tāi-an-khe"
"大庄","Tuā-tsng"
"大百","tuā-pah"
"大耳","tuā-hī"
"大耳","tuā-hīnn"
"大自然","tāi-tsū-jiân"
"大自然","tāi-tsū-liân"
"大舌","tuā-tsi̍h"
"大舌閣興喋。","Tuā-tsi̍h koh hìng thi̍h."
"大衣","tuā-i"
"大西洋","Tāi-se-iûnn"
"大伯","tuā-peh"
"大伯仔","tuā-peh-á"
"大位","tuā-uī"
"大妗","tuā-kīm"
"大妗喙","tuā-kīm-tshuì"
"大姊","tuā-tsí"
"大姊頭仔","tuā-tsí-thâu-á"
"大局","tāi-kio̍k"
"大批","tuā-phe"
"大批","tuā-phue"
"大村","Tāi-tshuan"
"大村鄉","Tāi-tshuan-hiong"
"大灶","tuā-tsàu"
"大社","Tuā-siā"
"大社區","Tuā-siā-khu"
"大肚","Tuā-tōo"
"大肚山","Tuā-tōo-suann"
"大肚胿","tuā-tōo-kui"
"大肚區","Tuā-tōo-khu"
"大身大命","tuā-sin-tuā-miā"
"大身命","tuā-sin-miā"
"大里","Tāi-lí"
"大里杙","Tāi-lí-khi̍t"
"大里區","Tāi-lí-khu"
"大里溪","Tāi-lí-khe"
"大事","tāi-sū"
"大佳臘","Tuā-ka-la̍h"
"大使","tāi-sài"
"大坪林","Tuā-pînn-nâ"
"大坵園","Tuā-khu-hn̂g"
"大姆","tuā-ḿ"
"大姑","tuā-koo"
"大官","ta-kuann"
"大官虎","tuā-kuann-hóo"
"大房","tuā-pâng"
"大拖","tuā-thua"
"大東","Tāi-tang"
"大武","Tāi-bú"
"大武山","Tāi-bú-suann"
"大武鄉","Tāi-bú-hiong"
"大注","tuā-tù"
"大狗盤牆，細狗看樣。","Tuā káu puânn tshiûnn, sè káu khuànn-iūnn."
"大的","tuā--ê"
"大直","Tāi-ti̍t"
"大肥","tuā-puî"
"大門","tuā-mn̂g"
"大雨","tuā-hōo"
"大林","Tuā-nâ"
"大林鎮","Tuā-nâ-tìn"
"大前年","tuā-tsûn--nî"
"大型","tuā-hîng"
"大城鄉","Tuā-siânn-hiong"
"大姨","tuā-î"
"大後日","tuā-āu--ji̍t"
"大後日","tuā-āu--li̍t"
"大後年","tuā-āu--nî"
"大昨日","tuā-tso̍h--ji̍t"
"大昨日","tuā-tso̍h--li̍t"
"大某","tuā-bóo"
"大段","tāi-tuān"
"大炮","tuā-phàu"
"大約","tāi-iok"
"大紅花","tuā-âng-hue"
"大紅花毋知䆀，圓仔花䆀毋知。","Tuā-âng-hue m̄ tsai bái, înn-á-hue bái m̄ tsai."
"大陣","tuā tīn"
"大面神","tuā-bīn-sîn"
"大食","tuā-tsia̍h"
"大便","tāi-piān"
"大厝","tuā-tshù"
"大哥","tuā-ko"
"大埔心","Tuā-poo-sim"
"大埔林","Tuā-poo-nâ"
"大埔鄉","Tuā-poo-hiong"
"大娘姑","tuā-niû-koo"
"大孫","tuā-sun"
"大家","ta-ke"
"大家口","tuā-ke-kháu"
"大家官","ta-ke-kuann"
"大師","tāi-su"
"大格雞慢啼。","Tuā-keh ke bān thî."
"大氣","tāi-khì"
"大氣","tuā-khuì"
"大氣喘","tuā-khuì-tshuán"
"大海","tuā-hái"
"大華","Tāi-huâ"
"大部份","tuā-pōo-hūn"
"大陸","tāi-lio̍k"
"大埤鄉","Tuā-pi-hiong"
"大將","tāi-tsiòng"
"大專","tāi-tsuan"
"大張的","tuā-tiunn--ê"
"大眾","tāi-tsiòng"
"大細","tuā-sè"
"大細","tuā-suè"
"大細心","tuā-sè-sim"
"大細心","tuā-suè-sim"
"大細目","tuā-sè-ba̍k"
"大細目","tuā-suè-ba̍k"
"大細目，懸低耳。","Tuā-sè-ba̍k, kuân-kē-hīnn."
"大細腎","tuā-sè-siān"
"大細聲","tuā-sè-siann"
"大細聲","tuā-suè-siann"
"大雪","tāi-suat"
"大雪山","Tuā-suat-suann"
"大麻","tuā-muâ"
"大略","tāi-lio̍k"
"大理石","tāi-lí-tsio̍h"
"大割","tuā-kuah"
"大富","Tāi-hô"
"大富","tuā-pù"
"大富大貴","tuā-hù-tuā-kuì"
"大寒","tāi-hân"
"大寒","tuā-kuânn"
"大嵙崁","Tuā-khoo-khàm"
"大嵙陷","Tuā-khoo-hām"
"大摒掃","tuā-piànn-sàu"
"大暑","tāi-sú"
"大港","tuā-káng"
"大湖","Tuā-ôo"
"大湖","Tuā-ôo"
"大湖口","Tuā-ôo-kháu"
"大湖公園","Tuā-ôo Kong-hn̂g"
"大湖鄉","Tuā-ôo-hiong"
"大湧","tuā-íng"
"大牌","tuā-pâi"
"大筆","tuā-pit"
"大筒","tuā-tâng"
"大趁錢","tuā-thàn-tsînn"
"大道公","Tāi-tō-kong"
"大隘","Tuā-ài"
"大雅區","Tāi-ngé-khu"
"大鼎未滾，細鼎沖沖滾。","Tuā tiánn buē kún, sè tiánn tshiâng-tshiâng-kún."
"大量","tāi-liōng"
"大園仔","Tuā-hn̂g-á"
"大園區","Tuā-hn̂g-khu"
"大墓公","tuā-bōng-kong"
"大墓公","tuā-bōo-kong"
"大會","tāi-huē"
"大概","tāi-khài"
"大溪","Tāi-khe"
"大溪區","Tāi-khe-khu"
"大碗閣滿墘。","Tuā uánn koh buán kînn."
"大腸","tuā-tn̂g"
"大腸告小腸。","Tuā-tn̂g kò sió-tn̂g."
"大腹肚","tuā-pak-tóo"
"大腿","tuā-thuí"
"大腿骨","tuā-thuí-kut"
"大舅","tuā-kū"
"大話","tuā-uē"
"大跤胴","tuā-kha-tâng"
"大鼓","tuā-kóo"
"大路","tuā-lōo"
"大壽","tuā-siū"
"大廣絃","tuā-kóng-hiân"
"大漢","tuā-hàn"
"大漢囝","tuā-hàn-kiánn"
"大漢溪","Tāi-hàn-khe"
"大端","tāi-tuan"
"大箍","tuā-khoo"
"大箍呆","tuā-khoo-tai"
"大綱","tāi-kong"
"大銀","tuā-gîn"
"大銀","tuā-gûn"
"大餅","tuā-piánn"
"大寫","tuā-siá"
"大慶","Tāi-khìng"
"大慶","Tāi-khìng"
"大熱","tuā-jua̍h"
"大熱","tuā-lua̍h"
"大獎","tuā-tsióng"
"大盤","tuā-puânn"
"大稻埕偶戲館","Tuā-tiū-tiânn Ngóo-hì-kuán"
"大範","tuā-pān"
"大賣","tuā-bē"
"大賣","tuā-buē"
"大賣場","tuā-bē-tiûnn"
"大賣場","tuā-buē-tiûnn"
"大選","tāi-suán"
"大樓","tuā-lâu"
"大寮","Tuā-liâu"
"大寮區","Tuā-liâu-khu"
"大學","tāi-ha̍k"
"大嶼","Tuā-sū"
"大戰","tāi-tsiàn"
"大樹區","Tuā-tshiū-khu"
"大樹跤","Tuā-tshiū-kha"
"大橋","Tuā-kiô"
"大橋頭","Tuā-kiô-thâu"
"大興宮","Tāi-hin-kiong"
"大頭拇","tuā-thâu-bú"
"大頭狗母","tuā-thâu-káu-bó"
"大頭狗母","tuā-thâu-káu-bú"
"大頭菜","tuā-thâu-tshài"
"大頷胿","tuā-ām-kui"
"大戲","tuā-hì"
"大礁溪","Tuā-ta-khe"
"大聲","tuā-siann"
"大聲野喉","tuā-siann-iá-âu"
"大聲話","tuā-siann-uē"
"大膽","tuā-tánn"
"大龍泵","Tuā-lông-pōng"
"大翻頭","tuā-huan-thâu"
"大嚨喉空","tuā-nâ-âu-khang"
"大龐","tuā-phiāng"
"大麵","tuā-mī"
"大霸尖山","Tuā-pà-tsiam-suann"
"大欉","tuā-tsâng"
"大體","tāi-thé"
"大壩仔","Tuā-pà-á"
"大廳","tuā-thiann"
"大𡳞脬","tuā-lān-pha"
"子","jí"
"子","lí"
"子","tsí"
"子","tsú"
"子女","tsú-lí"
"子女","tsú-lú"
"子仔","tsí-á"
"子民","tsú-bîn"
"子弟","tsú-tē"
"子弟戲","tsú-tē-hì"
"子宮","tsú-kiong"
"子時","tsú-sî"
"寸","tshùn"
"寸尺","tshùn-tshioh"
"寸棗","tshùn-tsó"
"小","siáu"
"小","sió"
"小人","siáu-jîn"
"小人","siáu-lîn"
"小口","sió-kháu"
"小工","sió-kang"
"小丑仔","siáu-thiú-á"
"小心","sió-sim"
"小月","sió-ge̍h"
"小月","sió-gue̍h"
"小木","sió-ba̍k"
"小可仔","sió-khuá-á"
"小旦","sió-tuànn"
"小玉仔","sió-gio̍k-á"
"小生","sió-sing"
"小白菜","sió-pe̍h-tshài"
"小名","sió-miâ"
"小囝","sió-kiánn"
"小弟","sió-tī"
"小肚","sió-tōo"
"小事","sió-sū"
"小使","siáu-sú"
"小使仔","siáu-sú-á"
"小兒","siáu-jî"
"小兒","siáu-lî"
"小兒科","sió-jî-kho"
"小兒科","sió-lî-kho"
"小兒麻痺","sió-jî-bâ-pì"
"小兒麻痺","sió-lî-bâ-pì"
"小叔","sió-tsik"
"小妹","sió-bē"
"小妹","sió-muē"
"小姐","sió-tsiá"
"小姑","sió-koo"
"小南門","Sió-lâm-mn̂g"
"小型","sió-hîng"
"小食","sió-tsia̍h"
"小鬼仔殼","siáu-kuí-á-khak"
"小便","siáu-piān"
"小島","sió-tó"
"小票","sió-phiò"
"小組","sió-tsoo"
"小雪","siáu-suat"
"小寒","siáu-hân"
"小提琴","sió-thê-khîm"
"小暑","siáu-sú"
"小港","Sió-káng"
"小港區","Sió-káng-khu"
"小等","sió-tán"
"小腸","sió-tn̂g"
"小路","sió-lōo"
"小滿","sió-buán"
"小碧潭","Sió-phik-thâm"
"小管仔","sió-kńg-á"
"小銀","sió-gîn"
"小銀","sió-gûn"
"小說","sió-suat"
"小賣","sió-bē"
"小賣","sió-buē"
"小數","sió-sòo"
"小學","sió-ha̍k"
"小學生","sió-ha̍k-sing"
"小礁溪","Sió-ta-khe"
"小嬸","sió-tsím"
"小鎮","sió-tìn"
"小觀音山","Sió-kuan-im-suann"
"山","san"
"山","suann"
"山上區","San-siōng-khu"
"山內","suann-lāi"
"山水","san-suí"
"山牛犅","suann-gû-káng"
"山仔頂","Suann-á-tíng"
"山仔跤","Suann-á-kha"
"山地","suann-tē"
"山地","suann-tuē"
"山地門","Suann-tē-mn̂g"
"山尖","suann-tsiam"
"山羊","suann-iûnn"
"山伯英台","San-phik-Ing-tâi"
"山尾溜","suann-bé-liu"
"山尾溜","suann-bué-liu"
"山谷","suann-kok"
"山里","San-lí"
"山佳","Suann-kha"
"山坡","suann-pho"
"山坡地","suann-pho-tē"
"山坡地","suann-pho-tuē"
"山坪","suann-phiânn"
"山東白仔","suann-tang-pe̍h-á"
"山空","suann-khang"
"山苳蒿","suann-tang-o"
"山剌","suann-lua̍h"
"山後鳥","suann-āu-tsiáu"
"山珍海味","san-tin-hái-bī"
"山洞","suann-tōng"
"山崁","suann-khàm"
"山脈","suann-me̍h"
"山莊","san-tsong"
"山區","suann-khu"
"山崎","suann-kiā"
"山球","suann-kiû"
"山頂","suann-tíng"
"山崙","suann-lūn"
"山裡","suann--lí"
"山勢","suann-sè"
"山溝","suann-kau"
"山盟海誓","san-bîng-hái-sè"
"山腰","suann-io"
"山腹","suann-pak"
"山貉","suann-hô"
"山賊","suann-tsha̍t"
"山跤","suann-kha"
"山雺","suann-bông"
"山路","suann-lōo"
"山歌","san-ko"
"山鼻仔","Suann-phīnn-á"
"山線","suann-suànn"
"山線","Suann-suànn"
"山豬","suann-ti"
"山豬","suann-tu"
"山貓","suann-niau"
"山頭","suann-thâu"
"山嶺","suann-niá"
"川","tshng"
"川","tshuan"
"川七","tshuan-tshit"
"川芎","tshuan-kiong"
"川貝","tshuan-puè"
"工","kang"
"工","khang"
"工","kong"
"工人","kang-lâng"
"工友","kang-iú"
"工夫","kang-hu"
"工仔","kang-á"
"工地","kang-tē"
"工地","kang-tuē"
"工作","kang-tsok"
"工事","kang-sū"
"工具","kang-kū"
"工研院","Kang-gián-īnn"
"工商","kang-siong"
"工商界","kang-siong-kài"
"工場","kang-tiûnn"
"工期","kang-kî"
"工程","kang-tîng"
"工程師","kang-tîng-su"
"工會","kang-huē"
"工業","kang-gia̍p"
"工資","kang-tsu"
"工廠","kang-tshiúnn"
"工課","khang-khuè"
"工寮","kang-liâu"
"工錢","kang-tsînn"
"工頭","kang-thâu"
"工藝","kang-gē"
"工讀生","kang-tho̍k-sing"
"己","kí"
"己","kī"
"已","í"
"已經","í-king"
"巳","sū"
"巳","tsī"
"巾","kin"
"巾","kun"
"巾仔","kin-á"
"巾仔","kun-á"
"干","kan"
"干干仔","kan-kan-á"
"干休","kan-hiu"
"干貝","kan-puè"
"干涉","kan-sia̍p"
"干焦","kan-na"
"干樂","kan-lo̍k"
"干擾","kan-jiáu"
"干擾","kan-liáu"
"弓","king"
"弓","kiong"
"弓仔","king-á"
"弓開","king--khui"
"弓蕉","king-tsio"
"弓蕉吐囝為囝死。","King-tsio thòo kiánn uī kiánn sí."
"弓蕉油","king-tsio-iû"
"才","tsâi"
"才","tshâi"
"才","tsiah"
"才子","tsâi-tsú"
"才女","tsâi-lí"
"才女","tsâi-lú"
"才是","tsiah-sī"
"才能","tsâi-lîng"
"才華","tsâi-huâ"
"才情","tsâi-tsîng"
"才會","tsiah ē"
"才閣","tsiah-koh"
"才調","tsâi-tiāu"
"才藝","tsâi-gē"
"女","lí"
"女","lú"
"女","lú"
"女人","lú-jîn"
"女人","lú-lîn"
"女士","lí-sū"
"女士","lú-sū"
"女子","lí-tsú"
"女子","lú-tsú"
"女中","lí-tiong"
"女中","lú-tiong"
"女方","lí-hong"
"女方","lú-hong"
"女王","lú-ông"
"女兒","lú-jî"
"女兒","lú-lî"
"女性","lí-sìng"
"女性","lú-sìng"
"女神","lí-sîn"
"女神","lú-sîn"
"女將","lú-tsiòng"
"女裝","lí-tsong"
"女裝","lú-tsong"
"丑","thiú"
"丑仔","thiú-á"
"中","tìng"
"中","tiong"
"中","tiòng"
"中人","tiong-lâng"
"中山","Tiong-san"
"中山區","Tiong-san-khu"
"中山區","Tiong-san-khu"
"中山國小","Tiong-san Kok-sió"
"中山國中","Tiong-san Kok-tiong"
"中中仔","tiong-tiong--á"
"中元","Tiong-guân"
"中心","tiong-sim"
"中文","Tiong-bûn"
"中止","tiong-tsí"
"中古","tiong-kóo"
"中央","tiong-iong"
"中央","tiong-ng"
"中央山脈","Tiong-iong Suann-me̍h"
"中央公園","Tiong-iong Kong-hn̂g"
"中央尖山","Tiong-iong-tsiam-suann"
"中正","tiong-tsìng"
"中正紀念堂","Tiong-tsìng Kì-liām-tn̂g"
"中正區","Tiong-tsìng-khu"
"中正區","Tiong-tsìng-khu"
"中生代","tiong-sing-tāi"
"中用","tiòng-iōng"
"中立","tiong-li̍p"
"中式","tiong-sik"
"中旬","tiong-sûn"
"中西","tiong-se"
"中西區","Tiong-se-khu"
"中年","tiong-liân"
"中里","Tiong-lí"
"中和","tiong-hô"
"中和","Tiong-hô"
"中和區","Tiong-hô-khu"
"中性","tiong-sìng"
"中油","Tiong-iû"
"中南美","Tiong-lâm-bí"
"中南海","Tiong-lâm-hái"
"中型","tiong-hîng"
"中指","tiong-tsáinn"
"中毒","tiòng-to̍k"
"中洲","Tiong-tsiu"
"中研院","Tiong-gián-īnn"
"中秋","Tiong-tshiu"
"中秋節","Tiong-tshiu-tseh"
"中秋節","Tiong-tshiu-tsueh"
"中秋餅","Tiong-tshiu-piánn"
"中美","Tiong-bí"
"中計","tiòng-kè"
"中音","tiong-im"
"中風","tiòng-hong"
"中原","tiong-guân"
"中原","Tiong-guân"
"中埔鄉","Tiong-poo-hiong"
"中校","tiong-hāu"
"中脊","tiong-tsit"
"中途","tiong-tôo"
"中部","tiong-pōo"
"中區","tiong-khu"
"中區","Tiong-khu"
"中國","Tiong-kok"
"中晝","tiong-tàu"
"中晝時","tiong-tàu-sî"
"中晝頓","tiong-tàu-tǹg"
"中晝飯","tiong-tàu-pn̄g"
"中期","tiong-kî"
"中港溪","Tiong-káng-khe"
"中等","tiong-tíng"
"中間","tiong-kan"
"中傷","tiòng-siong"
"中意","tìng-ì"
"中樞","tiong-tshu"
"中獎","tiòng-tsióng"
"中盤","tiong-puânn"
"中範","tiong-pān"
"中選會","Tiong-suán-huē"
"中鋒","tiong-hong"
"中寮鄉","Tiong-liâu-hiong"
"中學","tiong-ha̍k"
"中藥","tiong-io̍h"
"中醫","tiong-i"
"中壢","Tiong-li̍k"
"中壢區","Tiong-li̍k-khu"
"乏","ha̍t"
"乏","hua̍t"
"予","hōo"
"予伊","hōo i"
"云","ûn"
"互","hōo"
"互助","hōo-tsōo"
"互信","hōo-sìn"
"互相","hōo-siong"
"互相落氣，求進步。","Hōo-siong làu-khuì, kiû tsìn-pōo."
"互動","hōo-tōng"
"互惠","hōo-huī"
"互補","hōo-póo"
"五","gōo"
"五","ngóo"
"五叉水路","Gōo-tshe-tsuí-lōo"
"五子直","gōo-jí-ti̍t"
"五子直","gōo-lí-ti̍t"
"五仁","ngóo-jîn"
"五仁","ngóo-lîn"
"五分仔車","gōo-hun-á-tshia"
"五分車","gōo-hun-tshia"
"五日節","Gōo-ji̍t-tseh"
"五日節","Gōo-li̍t-tsueh"
"五月節","Gōo-ge̍h-tsueh"
"五月節","Gōo-gue̍h-tseh"
"五加皮","ngóo-ka-pî"
"五四三","gōo-sì-sann"
"五官","ngóo-kuan"
"五股坑","Gōo-kóo-khenn"
"五股坑","Gōo-kóo-khinn"
"五股區","Gōo-kóo-khu"
"五肢指頭仔伸出來無平長。","Gōo ki tsíng-thâu-á tshun--tshut-lâi bô pênn tn̂g."
"五金","ngóo-kim"
"五金行","ngóo-kim-hâng"
"五城堡","Gōo-siânn-pó"
"五指山","Ngóo-tsí-suann"
"五星級","gōo-tshenn-kip"
"五星級","gōo-tshinn-kip"
"五香","ngóo-hiang"
"五柳居","ngóo-liú-ki"
"五柳居","ngóo-liú-ku"
"五峰鄉","Ngóo-hong-hiong"
"五堵","Gōo-tóo"
"五彩","ngóo-tshái"
"五塊厝","Gōo-tè-tshù"
"五筋膎","gōo-kin-kê"
"五筋膎","gōo-kun-kuê"
"五結鄉","Gōo-kiat-hiong"
"五間厝","Gōo-king-tshù"
"五路","ngóo-lōo"
"五福","ngóo-hok"
"五福宮","Ngóo-hok-kiong"
"五穀","ngóo-kok"
"五權","Ngóo-khuân"
"五權國小","Ngóo-khuân Kok-sió"
"五臟","ngóo-tsōng"
"井","tsénn"
"井","tsíng"
"井","tsínn"
"井水","tsénn-tsuí"
"井水","tsínn-tsuí"
"仁","jîn"
"仁","lîn"
"仁仁仁","jîn-jîn-jîn"
"仁仁仁","lîn-lîn-lîn"
"仁丹","jîn-tan"
"仁丹","lîn-tan"
"仁和宮","Jîn-hô-kiong"
"仁武區","Jîn-bú-khu"
"仁愛","jîn-ài"
"仁愛","lîn-ài"
"仁愛區","Jîn-ài-khu"
"仁愛鄉","Jîn-ài-hiong"
"仁慈","jîn-tsû"
"仁慈","lîn-tsû"
"仁義","jîn-gī"
"仁義","lîn-gī"
"仁德","Jîn-tik"
"仁德區","Jîn-tik-khu"
"仄","tseh"
"仆","phak"
"仇","kiû"
"仇","Kiû"
"仇","siû"
"仇","Siû"
"仇恨","siû-hīn"
"仇恨","siû-hūn"
"今","kim"
"今","kin"
"今","tann"
"今仔","tann-á"
"今仔日","kin-á-ji̍t"
"今仔日","kin-á-li̍t"
"今年","kin-nî"
"今後","kim-āu"
"介","kài"
"介入","kài-ji̍p"
"介入","kài-li̍p"
"介在","kài-tsāi"
"介面","kài-bīn"
"介紹","kài-siāu"
"以","í"
"以上","í-siōng"
"以下","í-hā"
"以及","í-ki̍p"
"以外","í-guā"
"以早","í-tsá"
"以免","í-bián"
"以往","í-óng"
"以來","í-lâi"
"以前","í-tsîng"
"以後","í-āu"
"以為","í-uî"
"允","ín"
"允","ún"
"允人","ín--lâng"
"允人","ún--lâng"
"允准","ín-tsún"
"允准","ún-tsún"
"允頭路","ín-thâu-lōo"
"允頭路","ún-thâu-lōo"
"元","guân"
"元","Guân"
"元件","guân-kiānn"
"元老","guân-ló"
"元長鄉","Guân-tsióng-hiong"
"元首","guân-siú"
"元神","guân-sîn"
"元宵","Guân-siau"
"元氣","guân-khì"
"元素","guân-sòo"
"元掌","Guân-tsióng"
"內","lāi"
"內","luē"
"內山","lāi-suann"
"內山斗底","lāi-suann-táu-té"
"內山斗底","lāi-suann-táu-tué"
"內才","lāi-tsâi"
"內公","lāi-kong"
"內分泌","lāi-hun-pì"
"內心","luē-sim"
"內外","lāi-guā"
"內奶","lāi-ling"
"內奶","lāi-ni"
"內在","luē-tsāi"
"內地","lāi-tē"
"內地","lāi-tuē"
"內行","lāi-hâng"
"內行的","lāi-hâng--ê"
"內角","lāi-kak"
"內底","lāi-té"
"內底","lāi-tué"
"內衫","lāi-sann"
"內門區","Lāi-bûn-khu"
"內政","luē-tsìng"
"內科","lāi-kho"
"內面","lāi-bīn"
"內神通外鬼。","Lāi sîn thong guā kuí."
"內埔","Lāi-poo"
"內埔鄉","Lāi-poo-hiong"
"內套","lāi-thò"
"內孫","lāi-sun"
"內容","luē-iông"
"內部","luē-pōo"
"內陸","lāi-lio̍k"
"內䘥仔","lāi-kah-á"
"內情","luē-tsîng"
"內惟","Lāi-uî"
"內惟藝術中心","Lāi-uî Gē-su̍t Tiong-sim"
"內涵","luē-hâm"
"內野","lāi-iá"
"內場","lāi-tiûnn"
"內湖","Lāi-ôo"
"內湖區","Lāi-ôo-khu"
"內裡","lāi-lí"
"內傷","lāi-siong"
"內勤","lāi-khîn"
"內勤","lāi-khûn"
"內媽","lāi-má"
"內幕","luē-bōo"
"內獅","Lāi-sai"
"內閣","luē-koh"
"內褲","lāi-khòo"
"內銷","lāi-siau"
"內戰","lāi-tsiàn"
"內壢","Lāi-li̍k"
"內籬仔","lāi-lî-á"
"內灣","Lāi-uan"
"內灣線","Lāi-uan-suànn"
"公","kang"
"公","kong"
"公子","kong-tsú"
"公元","kong-guân"
"公分","kong-hun"
"公分","kong-pun"
"公尺","kong-tshioh"
"公文","kong-bûn"
"公斤","kong-kin"
"公斤","kong-kun"
"公主","kong-tsú"
"公司","kong-si"
"公平","kong-pênn"
"公平","kong-pînn"
"公正","kong-tsìng"
"公母","kang-bó"
"公民","kong-bîn"
"公用","kong-iōng"
"公立","kong-li̍p"
"公共","kong-kiōng"
"公安","kong-an"
"公式","kong-sik"
"公有","kong-iú"
"公羊","Kong-iông"
"公佈","kong-pòo"
"公克","kong-khik"
"公告","kong-kò"
"公投","kong-tâu"
"公私","kong-su"
"公車","kong-tshia"
"公里","kong-lí"
"公事","kong-sū"
"公所","kong-sóo"
"公的","kang--ê"
"公信力","kong-sìn-li̍k"
"公厘","kong-lî"
"公約","kong-iok"
"公務","kong-bū"
"公埔","Kong-poo"
"公孫","Kong-sun"
"公家","kong-ka"
"公家","kong-ke"
"公益","kong-ik"
"公婆","kong-pô"
"公眾","kong-tsiòng"
"公頃","kong-khíng"
"公報","kong-pò"
"公寓","kong-gū"
"公然","kong-jiân"
"公然","kong-liân"
"公費","kong-huì"
"公道","kong-tō"
"公道人","kong-tō-lâng"
"公開","kong-khai"
"公開","kong-khui"
"公債","kong-tsè"
"公園","kong-hn̂g"
"公墓","kong-bōng"
"公媽","kong-má"
"公會","kong-huē"
"公署","kong-sú"
"公路","kong-lōo"
"公演","kong-ián"
"公認","kong-jīn"
"公認","kong-līn"
"公德心","kong-tik-sim"
"公賣局","Kong-bē-kio̍k"
"公賣局","Kong-buē-kio̍k"
"公噸","kong-tùn"
"公學校","kong-ha̍k-hāu"
"公營","kong-îng"
"公親","kong-tshin"
"公親變事主。","Kong-tshin piàn sū-tsú."
"公館","kong-kuán"
"公館","Kong-kuán"
"公館鄉","Kong-kuán-hiong"
"公爵","kong-tsiok"
"公職","kong-tsit"
"公轉","kong-tsuán"
"公關","kong-kuan"
"冇","phànn"
"冇手","phànn-tshiú"
"冇石仔","phànn-tsio̍h-á"
